name,balance,num_cards,marital_status,tertiary_educated,success
Sonny Ornstein,-345120,8,single,true,true
David Wesley,-253369,11,single,false,true
William Hally,-317347,8,married,false,true
Peter Field,-149889,0,married,true,true
Thomas Clarke,-31894,15,divorced,false,true
Zeb Robertson,-142464,14,single,false,true
Paul Stallman,-86607,14,married,false,false
James Harold,-223292,4,single,false,false
Sonny Pixi,-344727,5,single,true,false
Clive Hardy,-257916,2,single,true,false
Peter Ali,-315984,18,divorced,false,true
John Robertson,-60027,8,single,false,false
Clive Lister,-96902,4,divorced,true,false
Sonny Pixi,-236657,5,single,true,false
Daniel Field,-330266,18,married,true,true
Paul George,-86046,13,divorced,false,true
Annie Robertson,-252981,2,married,true,false
Daniel Ali,-251196,18,divorced,false,true
Bob Ousterhout,-113262,7,married,true,true
Nerris Stallman,-289735,15,married,true,false
Daniel Ali,-293352,20,divorced,true,true
Zach Levy,-120246,19,single,false,true
Clive Field,-44531,15,married,true,false
Ali Field,-325848,2,married,true,true
Peter Harold,-15474,10,single,true,false
Zach Ousterhout,-288103,2,single,true,false
John Clarke,-161593,17,single,false,false
Annie Lister,-85008,10,married,false,true
Nerris Levy,-5142,15,married,true,true
Zach Robertson,-17690,20,divorced,true,false
James Ornstein,-150495,19,divorced,true,false
David Hally,-15883,16,single,true,true
Daniel Robertson,-264847,3,divorced,false,true
Peter Wesley,-27818,11,divorced,false,false
Franklin Wesley,-219783,16,single,false,false
Sonny Wesley,-162573,16,divorced,false,false
Peter Pixi,-332714,5,divorced,false,true
Nerris Stallman,-159188,8,married,false,false
Maryam Field,-52616,8,married,false,false
Peter Ornstein,-222478,6,divorced,true,false
Nerris Stallman,-298208,15,married,false,true
Sonny Olsen,-316457,3,married,false,true
Bob Lister,-195428,13,single,false,false
Franklin Lister,-13502,3,divorced,true,true
Clive Field,-134982,1,married,true,false
David Stallman,-115408,6,married,true,true
James Wesley,-195504,20,married,true,false
Paul Clarke,-241354,13,divorced,true,false
John Wesley,-324628,14,married,true,false
Sonny Field,-119939,13,married,false,false
Ali Olsen,-191313,5,married,false,false
Sonny Levy,-247883,0,divorced,true,false
Maryam Levy,-174700,5,divorced,false,false
Thomas Ali,-146434,20,divorced,false,true
James Ali,-123491,0,divorced,false,false
Franklin Levy,-121736,6,single,false,false
Zeb Ali,-172279,12,married,false,false
Ali Pixi,-170715,14,married,false,false
Paul Wesley,-44631,19,single,false,true
Annie Harold,-208463,10,single,true,false
James Ornstein,-82007,13,divorced,true,false
Ali Lister,-269928,2,married,true,false
John Harold,-229867,8,divorced,false,false
Franklin Field,-10477,10,single,true,false
Peter Ali,-7646,9,divorced,false,false
Daniel Levy,-196997,5,married,true,false
Ali Field,-157548,2,married,false,false
Clive Pixi,-94147,10,divorced,false,true
Peter Clarke,-32987,5,divorced,false,false
William Hardy,-138125,1,single,false,false
Maryam Ali,-335795,5,married,true,true
Clive Olsen,-130131,1,divorced,true,true
Paul Lister,-14434,8,single,false,false
John Robertson,-340419,3,divorced,false,false
Maryam Wesley,-16010,14,divorced,true,false
Clive Lister,-117868,2,married,true,true
Sonny Robertson,-199003,19,divorced,false,false
Maryam Pixi,-200611,14,divorced,false,false
Daniel Stallman,-276647,8,single,true,true
Sonny George,-319516,4,married,true,true
Nerris Robertson,-173474,3,divorced,true,false
Bob Ali,-85239,8,single,false,false
Franklin Ali,-179617,2,single,false,true
Franklin Harold,-130361,0,single,true,false
Ali Pixi,-109979,0,divorced,true,true
Ali Levy,-95626,10,single,false,false
Paul Clarke,-16776,19,divorced,true,true
Nerris Ousterhout,-255110,18,married,false,true
Zeb Olsen,-299360,8,divorced,false,true
Paul Lister,-248488,20,single,false,false
Zeb Pixi,-100879,3,single,true,false
John Clarke,-47495,7,divorced,true,true
Ali Harold,-62719,2,single,true,false
Zach Pixi,-190439,5,divorced,true,false
Richard Stallman,-15159,12,married,true,false
Richard Harold,-146456,19,divorced,true,true
Annie George,-29895,16,married,true,false
Sonny Stallman,-337644,10,single,false,true
Daniel Robertson,-248617,15,married,false,true
David Hardy,-143325,7,single,true,true
Paul Ali,-34485,6,divorced,true,true
Sonny Robertson,-1390,19,married,false,true
Zach Lister,-166682,8,divorced,true,true
Peter Wesley,-74469,14,single,false,false
Sonny Harold,-52447,10,divorced,false,false
Zeb Wesley,-62755,7,single,true,false
James Hardy,-117450,4,divorced,false,true
Maryam Levy,-119144,17,single,true,false
Thomas Robertson,-54226,1,single,false,true
Bob Clarke,-6368,17,divorced,true,false
Zeb Lister,-185680,17,divorced,true,false
Ali Levy,-225048,17,divorced,true,false
William Hardy,-100005,2,married,false,false
Thomas George,-272698,1,single,false,true
William Robertson,-328330,18,divorced,false,true
Peter Lister,-274437,11,married,true,false
Sonny Ali,-189288,11,single,false,true
David Harold,-146822,6,married,true,true
Daniel Harold,-280779,18,single,false,false
Annie Olsen,-299779,6,single,true,true
Ali Stallman,-172602,1,divorced,false,true
Paul Stallman,-339505,1,single,false,true
William Levy,-249341,0,divorced,true,true
Franklin Stallman,-341099,10,divorced,false,false
Zeb Levy,-193722,11,divorced,false,false
John Hardy,-137068,18,divorced,true,false
Richard Ousterhout,-276869,15,divorced,true,false
Zach Ousterhout,-247789,11,married,true,true
Nerris Hally,-266961,13,married,true,true
William Field,-118697,5,divorced,false,false
Daniel Ousterhout,-43281,16,single,false,true
Clive Hardy,-247316,5,divorced,false,false
Daniel Field,-19272,0,divorced,true,true
Zeb Ousterhout,-142162,4,married,false,true
Bob Olsen,-164877,2,single,false,true
Maryam Ornstein,-19922,17,single,true,true
Thomas Harold,-163924,18,single,true,true
James Robertson,-28341,8,divorced,true,false
Franklin Ousterhout,-138629,18,single,true,true
Clive Harold,-328346,2,married,false,true
David Ousterhout,-338061,9,single,false,true
James Pixi,-128042,8,married,true,false
James George,-21051,12,single,true,false
Daniel Hally,-40185,10,married,true,false
Richard Ali,-152343,3,married,false,false
David Olsen,-322651,13,single,true,false
William Levy,-205461,14,married,false,true
Paul Stallman,-334167,10,married,true,true
Richard Lister,-95745,15,divorced,false,true
Bob Stallman,-276917,8,single,true,false
Franklin Harold,-144417,18,divorced,false,true
Clive Hally,-177064,15,divorced,false,true
Ali Ali,-196274,20,married,false,true
Zach Ali,-230736,13,divorced,false,true
Daniel Ousterhout,-39510,19,single,true,true
Peter Ousterhout,-5683,16,single,false,true
Ali Hally,-154592,2,divorced,true,false
John Hally,-309279,19,single,true,true
Daniel Olsen,-110028,14,divorced,false,true
Zeb Field,-106626,2,divorced,true,true
Clive Hally,-80774,18,single,false,true
Annie Pixi,-13144,7,divorced,true,false
Bob Field,-116374,18,single,true,true
Peter Ornstein,-289202,6,married,true,true
John Harold,-80212,17,married,false,false
Clive Harold,-207860,9,divorced,true,false
Sonny Hardy,-46416,4,married,false,false
Daniel Ornstein,-69119,14,single,true,false
Daniel Ali,-73172,0,single,false,true
William Harold,-93294,10,married,true,true
Daniel Olsen,-14796,0,married,true,true
Clive Harold,-95091,3,single,true,true
William George,-259950,8,divorced,true,false
Maryam Wesley,-122143,16,divorced,true,false
Bob Hardy,-262238,10,divorced,true,true
Nerris Wesley,-180049,6,married,true,false
Maryam Field,-265040,18,married,true,false
Clive Stallman,-127596,17,married,true,true
Clive Ornstein,-161185,9,divorced,true,false
Maryam Robertson,-177010,6,divorced,false,true
Annie George,-310802,16,single,false,true
Clive Wesley,-28567,11,single,true,false
Maryam Wesley,-244899,7,single,false,true
William Lister,-232077,4,single,false,true
Thomas Stallman,-159242,16,single,false,false
Paul Ali,-252517,8,married,true,true
Peter Hally,-264907,6,divorced,false,true
James Ousterhout,-222455,8,single,false,false
David George,-260566,16,divorced,true,true
Daniel Ali,-38657,18,married,false,false
Nerris Ali,-328529,6,single,true,true
Nerris Robertson,-248250,8,single,true,false
Richard Pixi,-240683,17,married,false,true
Sonny Levy,-118733,11,divorced,false,true
Richard Stallman,-173321,10,divorced,false,false
Annie Lister,-194686,5,married,true,false
John Pixi,-134168,3,single,false,false
William Harold,-177332,17,divorced,false,false
William Olsen,-100605,6,divorced,true,false
Nerris Hardy,-184722,18,married,false,true
Thomas Ali,-68624,9,single,true,true
Franklin Ornstein,-257163,5,single,true,true
Nerris Olsen,-6094,20,single,false,true
Zach George,-175171,13,divorced,false,false
David Ousterhout,-255720,12,married,true,true
Daniel Lister,-148557,0,single,false,false
Annie Levy,-168900,18,married,true,true
Ali Lister,-88345,4,married,true,false
Sonny Ousterhout,-48416,2,divorced,false,true
Annie Pixi,-181585,11,divorced,false,false
Paul Olsen,-213105,10,divorced,false,true
Paul Ousterhout,-44072,16,married,true,false
Paul Ornstein,-84019,0,single,false,true
Nerris Hardy,-245254,6,single,true,true
Bob Stallman,-296385,5,married,true,false
Zach Robertson,-119848,0,divorced,true,false
Thomas Hally,-65682,16,divorced,true,true
Bob Ousterhout,-172594,9,divorced,false,true
Peter Harold,-81467,11,married,true,true
Clive Clarke,-209828,19,divorced,false,true
Thomas Levy,-314474,8,married,false,false
Annie Pixi,-126685,13,divorced,true,true
Daniel Wesley,-182553,1,divorced,false,false
James Ousterhout,-310124,7,married,true,false
David Stallman,-258934,4,divorced,false,true
Bob Ornstein,-91776,8,single,false,true
Clive Pixi,-38685,11,divorced,false,true
Maryam Field,-250745,11,divorced,true,false
Annie Field,-228641,5,divorced,false,false
Sonny Hardy,-177608,12,divorced,true,false
Sonny Harold,-119054,2,single,false,true
Franklin Ali,-53053,8,divorced,false,false
Peter Field,-223622,7,married,false,true
Annie Ali,-290439,19,divorced,false,true
Clive Pixi,-334787,15,divorced,true,true
Zeb Stallman,-167054,11,single,false,true
Bob Olsen,-273251,10,divorced,true,true
Richard George,-343225,8,single,false,true
James Ornstein,-161796,2,married,false,false
Ali Harold,-135077,10,divorced,false,true
Paul Stallman,-218115,18,single,false,true
William Stallman,-226152,17,divorced,true,false
Thomas Robertson,-147634,7,married,true,false
Daniel Stallman,-177570,8,married,true,false
Zach Robertson,-100107,4,single,false,true
Richard Ali,-253588,0,divorced,false,false
Ali Stallman,-62547,7,married,false,false
Franklin Pixi,-56579,0,married,false,false
Paul Olsen,-253685,6,single,false,true
John Lister,-128865,18,married,false,true
Zeb Robertson,-82050,12,single,false,false
Ali Robertson,-116953,1,single,false,false
Franklin Stallman,-63905,3,married,true,false
Paul Ousterhout,-93458,12,married,false,false
Zach Clarke,-290724,4,married,false,true
Richard Stallman,-1750,14,divorced,true,false
Ali Lister,-166661,8,divorced,true,true
John Ornstein,-104293,3,married,false,false
Ali Olsen,-225308,8,married,true,true
Maryam Hally,-252821,17,divorced,true,true
Zeb Hardy,-270155,4,divorced,true,false
Annie Ousterhout,-174012,6,married,false,false
Clive Olsen,-14133,18,married,false,false
Nerris Hardy,-165395,4,divorced,false,false
John Pixi,-338672,1,single,true,false
Bob Pixi,-250291,7,divorced,false,true
Peter Ali,-258891,5,divorced,false,false
Clive Ornstein,-152759,3,single,false,false
Daniel Wesley,-132448,16,married,true,false
Maryam Ornstein,-317011,11,single,false,true
Zach Ali,-103102,8,married,false,false
Bob Hardy,-329642,17,single,true,true
Zeb Levy,-191730,5,divorced,false,false
Clive Field,-129856,5,single,false,true
James Pixi,-187972,16,single,true,true
Nerris Stallman,-80242,8,married,true,false
Sonny Lister,-346127,20,single,false,false
Zeb Field,-264616,5,single,false,true
Zach Wesley,-57217,7,divorced,false,true
William Ousterhout,-343345,13,divorced,false,true
Sonny Robertson,-69896,8,married,true,true
Daniel Pixi,-253508,17,divorced,false,false
Peter Field,-98190,6,single,true,false
Paul Ousterhout,-1954,18,divorced,false,true
Clive Levy,-314614,14,divorced,true,false
Sonny Lister,-95754,7,single,false,true
Richard Ornstein,-169424,14,single,true,true
James Ousterhout,-208075,2,single,false,true
Nerris Lister,-167830,5,single,false,true
James Levy,-80074,10,married,true,true
Zach Ousterhout,-103250,5,single,true,true
William Lister,-211459,12,single,false,false
Paul Ousterhout,-203178,8,divorced,true,false
Daniel Ali,-200550,12,divorced,true,false
Clive Stallman,-295583,16,single,true,true
David Pixi,-183485,6,divorced,true,true
Nerris Ousterhout,-233621,1,married,true,true
Peter Hardy,-84259,9,single,false,true
Clive Clarke,-64012,0,single,false,false
Clive Ali,-206728,17,married,false,true
Paul Ousterhout,-90914,17,single,true,false
Daniel Lister,-319617,7,divorced,true,true
Paul Levy,-345189,1,divorced,false,true
Daniel Field,-347660,8,divorced,true,true
Ali Ornstein,-185795,7,single,true,false
Richard Wesley,-191602,7,married,false,true
Peter Pixi,-218602,10,single,false,true
Annie George,-123892,15,married,false,false
John Hardy,-267591,7,single,true,false
Ali Ousterhout,-158397,7,single,false,true
Sonny Pixi,-151327,19,married,false,true
Peter Levy,-124694,4,married,false,false
Bob George,-165985,18,single,false,false
Franklin Field,-302923,5,divorced,true,true
Peter Lister,-72184,9,married,true,true
Ali Ornstein,-210522,12,single,true,false
Peter Ornstein,-264240,7,married,false,false
John Harold,-24464,12,married,false,false
Annie Hally,-311706,7,divorced,true,false
Thomas Field,-164047,20,single,true,true
William Clarke,-71008,20,married,true,false
Nerris Robertson,-232890,3,single,true,false
Daniel Field,-56413,0,single,true,true
Richard Harold,-54206,0,married,true,false
Annie Wesley,-127746,13,single,false,false
Clive Olsen,-52660,5,divorced,true,false
Nerris Robertson,-186764,16,divorced,true,true
Maryam Lister,-53033,8,married,true,false
John Ali,-91771,13,single,false,false
Bob Robertson,-248205,12,divorced,true,false
John Clarke,-140084,20,married,false,true
Clive Clarke,-275366,19,single,true,true
Ali Robertson,-233601,0,divorced,true,true
Sonny Ornstein,-33013,20,married,true,false
Thomas Ali,-108531,12,divorced,true,true
John Clarke,-90546,10,divorced,true,true
Ali Field,-129134,20,divorced,true,false
Thomas Clarke,-60234,9,divorced,true,true
Zach Stallman,-51851,2,divorced,false,true
Annie Pixi,-27793,15,married,true,true
William Field,-321086,17,single,true,false
Peter Clarke,-149089,9,married,true,false
Zach Clarke,-304402,4,divorced,false,false
Peter Olsen,-302029,4,married,true,false
Sonny Ornstein,-109406,12,single,true,false
William Wesley,-60735,8,single,true,true
Nerris Field,-237808,19,married,false,false
Sonny Robertson,-331948,1,divorced,true,false
James Field,-2114,4,married,true,true
Paul Robertson,-6109,5,single,false,false
Paul Ornstein,-273003,8,divorced,true,true
John Lister,-58761,4,single,false,true
Maryam Ousterhout,-20181,7,divorced,true,true
Zach Ali,-335319,3,single,false,true
Daniel Harold,-264131,11,divorced,true,true
Zeb Field,-295749,18,married,true,true
William Ousterhout,-291817,14,divorced,true,true
Sonny Lister,-205488,8,divorced,false,false
John Pixi,-272477,14,single,true,true
Annie Clarke,-93577,18,married,false,true
Nerris Robertson,-127528,1,single,false,false
Sonny Robertson,-162651,0,divorced,true,false
Maryam Ornstein,-322879,14,single,false,true
Nerris Ousterhout,-256378,20,divorced,true,false
Daniel Levy,-224060,6,married,false,true
Peter Hardy,-164070,17,single,true,false
Sonny Ousterhout,-187129,5,single,false,false
Bob Hardy,-133470,14,married,false,true
Zeb Field,-253467,17,single,false,true
Sonny Levy,-173453,3,married,false,true
David Robertson,-316824,11,divorced,true,true
Richard Pixi,-131441,2,divorced,true,true
James Stallman,-338231,6,divorced,true,true
John Hally,-233674,11,divorced,true,true
James Levy,-133523,3,divorced,true,false
Thomas Clarke,-7710,8,single,true,true
James Lister,-201566,16,divorced,false,false
Bob Ornstein,-253782,13,divorced,true,false
Annie Stallman,-43250,5,married,false,true
Nerris Wesley,-280860,20,divorced,false,true
Bob Robertson,-62764,19,married,false,true
Nerris Hally,-337458,8,single,true,false
Zeb Wesley,-325435,19,single,true,false
Clive Ousterhout,-349471,7,single,false,true
Paul Wesley,-241380,8,divorced,true,true
Paul Pixi,-149439,13,married,true,true
Daniel Field,-20233,18,married,false,true
Maryam Hardy,-169773,19,divorced,false,false
Richard Olsen,-21033,9,married,false,false
John Hally,-280111,0,divorced,true,false
Bob Ornstein,-130103,8,married,true,false
Daniel Hardy,-31839,8,divorced,false,false
Ali Stallman,-227488,14,married,true,true
Richard Pixi,-283179,12,divorced,true,false
Zeb Olsen,-256384,14,married,false,true
Annie Lister,-304045,7,married,true,false
Thomas Ornstein,-16619,10,married,true,true
Ali Olsen,-128781,19,single,false,false
James Ali,-4721,19,single,false,false
Thomas Ornstein,-270932,18,divorced,false,true
Thomas Levy,-10767,12,married,false,true
Ali Ornstein,-215561,11,married,true,false
William Robertson,-183649,8,divorced,true,true
Zeb Wesley,-85339,12,divorced,true,true
Daniel Lister,-206155,7,married,true,true
James Ali,-91030,4,divorced,false,false
Annie Lister,-308901,1,single,true,false
Clive Clarke,-64663,15,married,true,true
Annie Field,-45234,20,divorced,true,false
Franklin Lister,-261356,18,single,false,false
Bob Pixi,-218992,16,divorced,false,false
Nerris Ali,-265928,5,divorced,true,false
Daniel Clarke,-2371,17,single,true,true
Richard Robertson,-288161,6,divorced,true,true
Richard Clarke,-278620,13,married,false,false
Paul Ornstein,-90599,19,divorced,true,false
James Clarke,-92726,15,divorced,false,true
Zach Ali,-128265,15,single,true,false
Peter Olsen,-227033,11,single,false,false
Maryam Ornstein,-225245,8,married,false,false
John George,-121566,10,married,false,true
Sonny Wesley,-301307,18,divorced,false,true
Nerris Harold,-316761,11,single,false,false
John Ali,-204896,17,single,true,true
Maryam Ali,-60927,4,divorced,true,false
Thomas Wesley,-319904,12,single,true,true
Zach Ali,-335814,7,divorced,true,true
James Wesley,-45491,13,married,false,true
Clive Hardy,-21714,15,divorced,true,false
Bob George,-88489,5,divorced,true,true
Sonny Olsen,-330087,9,divorced,true,false
Sonny Levy,-205678,5,married,false,false
Bob Pixi,-178206,17,married,true,true
James Harold,-227407,12,divorced,true,true
William Pixi,-138643,4,divorced,false,true
Zach Robertson,-250623,8,married,false,true
James Robertson,-181735,7,divorced,true,false
William Levy,-211807,18,married,false,false
William Pixi,-93815,9,divorced,false,false
William Robertson,-31646,14,married,false,false
James Field,-330725,17,divorced,false,true
Paul Hally,-178458,15,single,false,true
John Pixi,-199810,2,single,true,true
William Hally,-138485,17,married,false,false
Sonny George,-107443,17,single,true,true
Franklin George,-335704,13,single,false,true
David Lister,-23510,10,divorced,true,false
Daniel Levy,-86788,20,single,false,true
John Robertson,-321373,1,single,false,true
Ali Olsen,-29994,0,single,false,false
Ali Harold,-203417,18,divorced,false,false
David Hally,-301694,6,married,false,false
Maryam Clarke,-197218,13,divorced,false,false
Maryam Stallman,-116690,14,divorced,false,true
Peter Stallman,-250146,7,single,true,false
Nerris Ali,-73501,4,divorced,true,false
Richard Ornstein,-330256,7,married,false,true
Richard Ali,-296167,15,married,true,false
Thomas Pixi,-250952,12,married,false,true
Thomas Pixi,-219071,20,single,true,true
John Stallman,-16320,17,married,true,false
Daniel Wesley,-263047,13,married,true,true
Zeb Pixi,-226338,18,single,true,true
Thomas Levy,-278888,15,divorced,false,false
John Levy,-59083,15,divorced,false,true
Ali Stallman,-9205,12,divorced,true,true
Zeb Hardy,-22728,0,divorced,true,false
John Levy,-110460,19,married,true,true
Annie Hally,-150985,7,married,false,false
Peter Levy,-336414,12,single,false,false
Richard Wesley,-31397,13,single,true,true
Zeb Lister,-106230,2,married,false,true
Sonny Field,-154614,1,divorced,false,false
John Hally,-265480,16,married,false,true
Annie Wesley,-145964,12,divorced,false,false
Sonny Ornstein,-168232,19,single,false,true
William Ornstein,-255026,19,single,true,false
Paul Wesley,-25759,9,married,false,false
Annie Clarke,-83989,9,married,true,false
Maryam Clarke,-300715,6,married,true,true
Clive Hally,-30085,13,single,true,true
Annie Hally,-267022,15,divorced,true,false
Annie Hardy,-178662,20,divorced,false,true
Thomas Robertson,-173467,10,single,false,false
Daniel Ali,-347163,4,divorced,false,true
William Hally,-170215,14,married,false,true
Peter Robertson,-4264,19,single,true,false
Richard Stallman,-339698,17,married,true,false
Peter Pixi,-105167,3,divorced,false,true
Paul Ousterhout,-20332,2,single,true,false
Daniel Ousterhout,-291325,7,married,false,true
William Ousterhout,-118870,20,single,true,true
Franklin Levy,-68629,5,single,true,false
Zeb Levy,-128708,8,single,false,true
Maryam Clarke,-126228,11,married,true,true
Bob Field,-118340,8,divorced,true,false
Paul Hardy,-348789,3,single,false,false
William Ali,-273086,9,married,true,true
Thomas Hally,-203679,6,married,true,false
Franklin Ousterhout,-27302,7,divorced,false,false
Bob Clarke,-239483,10,single,false,true
John Robertson,-176106,15,divorced,false,false
John George,-99774,5,divorced,true,true
Sonny Olsen,-16782,13,single,true,true
Daniel Stallman,-323695,10,married,false,true
Zeb Harold,-159758,20,married,true,false
Clive Wesley,-168645,2,single,true,false
Annie Robertson,-163308,9,single,true,false
Daniel Field,-24428,7,married,true,true
Sonny Robertson,-209531,4,divorced,true,false
Ali Pixi,-339792,6,divorced,false,false
Franklin Pixi,-90141,19,married,true,false
James Ali,-200771,20,single,true,false
James Lister,-344636,13,divorced,false,false
Nerris Ali,-86691,13,single,true,true
James Hardy,-41062,7,single,true,false
Annie Pixi,-197166,3,married,false,true
Paul Wesley,-190631,1,single,false,true
John Olsen,-191373,8,married,true,true
Clive Hally,-336594,19,single,true,false
David Field,-22292,19,divorced,true,true
James Clarke,-121524,10,divorced,true,false
Sonny Ornstein,-292607,16,divorced,true,false
Nerris Ornstein,-267629,11,divorced,false,false
William Ousterhout,-87047,11,divorced,false,true
Ali Robertson,-83356,17,married,false,false
Richard Stallman,-70732,4,married,true,false
Nerris Field,-56582,18,single,true,true
Zach Ali,-172955,1,single,false,true
Bob Olsen,-331672,6,divorced,false,true
Zeb Field,-209469,3,married,true,false
Sonny Field,-70924,20,married,false,false
Nerris Hally,-185953,15,married,false,true
John Ali,-224612,16,divorced,false,true
Peter Field,-230934,3,married,false,false
William Field,-147569,9,divorced,false,true
Sonny Hardy,-177235,10,divorced,true,true
Thomas Olsen,-106446,16,single,false,true
David Field,-285301,14,single,false,true
Zach Pixi,-154513,19,single,false,true
Paul Robertson,-99271,8,married,false,false
Clive Lister,-169404,13,single,false,false
Maryam Pixi,-298649,11,married,true,false
Nerris Pixi,-236853,17,divorced,false,true
Richard Robertson,-264893,20,married,true,false
John Hardy,-293435,20,married,true,false
Daniel Ali,-198888,9,divorced,false,true
William Field,-93955,15,married,true,false
David Ali,-232849,3,divorced,true,false
Paul Clarke,-335109,4,married,true,false
Thomas Olsen,-108362,14,divorced,false,true
Annie Hardy,-115725,1,married,false,false
Peter Clarke,-288112,13,single,true,true
Sonny Ousterhout,-86976,20,married,true,false
Zeb Clarke,-33878,9,married,false,true
Paul Ousterhout,-273625,11,divorced,false,true
David Lister,-5074,0,single,false,false
William Ali,-229796,16,married,false,false
Annie Ornstein,-295242,3,single,true,false
Daniel Robertson,-221276,1,married,false,false
John Robertson,-310906,17,single,true,true
Richard Lister,-238614,4,married,false,false
Maryam Hally,-70642,11,single,false,true
William Harold,-321770,20,divorced,false,true
Sonny Ali,-47681,9,married,false,false
Clive Pixi,-331595,0,married,false,false
Richard Levy,-245030,1,married,true,false
David Ali,-325973,1,divorced,false,false
Ali Lister,-150908,1,divorced,true,true
Peter Ousterhout,-114087,15,divorced,false,false
Daniel Clarke,-253185,6,divorced,true,true
Ali George,-104110,20,divorced,false,true
Thomas Hally,-63565,9,single,false,false
Maryam Wesley,-310156,17,divorced,true,true
Annie Field,-135855,2,married,true,false
Franklin Clarke,-183568,6,divorced,true,true
Zeb Field,-241762,0,divorced,true,true
Zeb Levy,-311151,0,married,true,true
Annie Robertson,-275843,0,single,false,false
William Harold,-175131,11,single,false,false
Daniel Lister,-161702,12,divorced,true,true
Zeb Ali,-211708,13,divorced,false,true
Daniel Robertson,-214524,7,divorced,true,false
Sonny Harold,-110083,0,single,false,false
Franklin Wesley,-89977,17,single,false,true
John Stallman,-292463,14,single,true,false
Zeb Ousterhout,-276758,1,divorced,true,false
Zach Ornstein,-232572,9,single,true,true
Zeb Ali,-94680,19,single,true,false
William Hardy,-44788,8,divorced,false,false
William Ali,-293019,20,married,false,false
William Levy,-145947,7,married,true,true
John Pixi,-211839,7,married,true,false
Bob Ali,-125228,12,single,true,false
Nerris Lister,-323381,12,single,true,true
Bob Levy,-312273,2,divorced,false,false
Bob Pixi,-252781,16,single,false,true
Thomas Stallman,-214979,11,single,true,true
Franklin Hardy,-330955,16,married,false,true
William Lister,-35540,12,divorced,true,true
Nerris Ornstein,-203037,2,single,true,true
Zach Ousterhout,-143293,17,single,false,false
Richard Ali,-79874,1,married,true,true
Peter Stallman,-302948,1,divorced,false,false
Zach Harold,-45585,2,single,false,true
Zach Hally,-16833,3,married,true,false
Paul Hally,-203361,11,single,false,true
William Ali,-114933,2,married,true,false
Maryam Pixi,-140782,9,divorced,false,true
James Ousterhout,-213997,14,divorced,false,true
David Hally,-317988,13,divorced,true,true
William Ousterhout,-61372,16,married,false,false
Daniel Olsen,-75521,4,married,true,false
Paul Stallman,-84989,8,married,true,true
Maryam Levy,-105839,19,married,false,false
Richard Hally,-126607,7,married,false,false
Ali Levy,-234578,1,married,false,true
Franklin Stallman,-346237,15,single,true,true
Clive George,-336421,4,married,true,true
Ali Ousterhout,-175480,16,married,false,false
Zeb Stallman,-244355,10,single,true,true
Paul Ousterhout,-14267,8,divorced,false,false
Daniel Wesley,-183604,12,married,false,false
William Ali,-77618,9,married,false,true
Maryam Clarke,-148147,14,married,true,true
Sonny Field,-59632,8,married,true,true
James Clarke,-320135,10,single,true,true
David Lister,-67942,4,single,false,false
Clive Field,-282113,17,married,false,false
Richard Lister,-185526,5,married,false,true
Franklin Olsen,-72039,8,divorced,false,false
Annie Levy,-56346,5,single,false,true
Sonny Robertson,-254462,0,married,false,true
Annie Hally,-245461,7,divorced,true,true
Thomas Hardy,-258091,14,divorced,false,false
Sonny Olsen,-135694,18,single,false,false
Ali Ali,-166702,9,divorced,false,true
Paul Wesley,-154820,3,single,false,true
John Levy,-182055,20,divorced,true,false
Richard Ornstein,-3763,20,single,false,true
Thomas Ornstein,-27551,7,single,false,false
Peter Ousterhout,-102263,13,divorced,false,true
Thomas Lister,-74162,9,single,true,true
Sonny Hardy,-115676,8,single,true,false
Franklin Hardy,-335359,5,married,false,false
Thomas Lister,-272478,13,married,true,false
William George,-7029,2,single,true,false
Daniel Harold,-76636,13,single,true,false
Nerris Pixi,-218334,7,married,false,true
Daniel George,-307764,15,married,false,false
David Robertson,-199247,4,single,false,false
John Field,-11230,6,single,false,false
Zach Ali,-75255,19,married,true,true
John Ornstein,-129906,18,single,true,false
Peter Ali,-235243,3,single,true,false
John Clarke,-207945,7,married,false,false
Paul Hardy,-319567,16,single,true,false
Maryam Robertson,-198735,16,single,false,false
Annie Ousterhout,-244771,10,married,true,false
Zeb George,-172298,13,married,false,true
Sonny Olsen,-103799,18,divorced,false,true
Nerris Harold,-9560,11,single,true,false
Peter Ali,-325481,14,divorced,false,false
Maryam Ousterhout,-47374,3,single,false,true
Paul Wesley,-94291,12,single,false,true
Bob Hally,-197318,17,divorced,false,false
Richard Stallman,-320074,9,single,false,true
Annie Stallman,-129143,11,divorced,false,true
Sonny Levy,-81875,20,single,false,false
Ali Field,-307770,8,married,true,false
Paul Ornstein,-242925,4,single,false,false
Peter Clarke,-248729,7,married,false,true
Zach Ali,-69870,12,single,true,true
Franklin Levy,-160669,4,single,false,false
Thomas Olsen,-349071,12,single,true,false
William Field,-291338,15,divorced,false,true
John Wesley,-209179,2,divorced,true,false
Thomas Field,-225173,18,single,false,false
Thomas Robertson,-10070,0,single,false,false
Richard Field,-193715,19,divorced,true,true
Zeb Wesley,-81178,10,single,true,true
Sonny Field,-136549,16,divorced,true,true
William Wesley,-337175,0,married,true,true
Maryam Ornstein,-243498,13,single,true,true
Zach Ousterhout,-192033,14,single,false,true
John Robertson,-22440,17,single,false,true
William Field,-197102,4,married,false,false
Zeb Pixi,-38331,11,single,false,true
